,Specialization,Doctor_Name,Experience,Location,Consultation_fee,Rating,Review,Hospital_Name
527,['Dentist1'],Dr. Kranthi Kumar Reddy R,16 years experience overall,"Kondapur,Hyderabad",₹500,97% ,179 Patient Stories,Medicover Hospitals
528,['Dermatologist2'],Dr. Syeda Nikhat,26 years experience overall,"Banjara Hills,Hyderabad",₹700,97% ,11 Patient Stories,Medicover Hospitals
529,['Dentist1'],Dr. Mohan Rayapudi,13 years experience overall,"Kukatpally,Hyderabad",₹300,100% ,45 Patient Stories,Medicover Hospitals
530,['Dentist'],Dr. Harika,9 years experience overall,"SR Nagar,Hyderabad",₹200,99% ,107 Patient Stories,GB Dental Hospital
531,['Plastic Surgeon2'],Dr. Priti Shukla,29 years experience overall,"Banjara Hills,Hyderabad",₹1000,95% ,113 Patient Stories,GB Dental Hospital
532,['General Surgeon2'],Dr. Nandakishore Dukkipati,29 years experience overall,"Jubilee Hills,Hyderabad",₹850,100% ,29 Patient Stories,GB Dental Hospital
533,['Dentist1'],Dr. Ershad,15 years experience overall,"Madinaguda,Hyderabad",₹300,100% ,34 Patient Stories,GB Dental Hospital
534,['Nephrologist1'],Dr. G Dhanalakshmi,19 years experience overall,"Lakdikapul,Hyderabad",₹950,75% ,2 Patient Stories,GB Dental Hospital
535,['Dentist1'],Dr. Salecha Priyank Ashokkumar,9 years experience overall,"Kondapur,Hyderabad",₹900,97% ,15 Patient Stories,GB Dental Hospital
536,['General Surgeon'],Dr. Sahaja Reddy,13 years experience overall,"Mansoorabad,Hyderabad",₹300,99% ,109 Patient Stories,GB Dental Hospital
537,['Gynecologist/Obstetrician2'],Dr. Sridevi Ragi,22 years experience overall,"Kondapur,Hyderabad",₹600,99% ,117 Patient Stories,GB Dental Hospital
538,['Cardiologist2'],Dr. Kumar Narayanan,23 years experience overall,"Hitech City,Hyderabad",₹500,87% ,8 Patient Stories,GB Dental Hospital
539,['Neurologist'],Dr. Vikram Reddy,5 years experience overall,"Hitech City,Hyderabad",₹500,100% ,NaN,GB Dental Hospital
540,['Dentist1'],Dr. Udayagiri Gopi,18 years experience overall,"KPHB,Hyderabad",₹300,98% ,52 Patient Stories,LN Dental
541,['Gynecologist/Obstetrician2'],Dr. A. Sreegowri,20 years experience overall,"KPHB,Hyderabad",₹500,93% ,198 Patient Stories,LN Dental
542,['Orthopedist2'],Dr. Sunil Apisingi,22 years experience overall,"Hitech City,Hyderabad",₹500,63% ,4 Patient Stories,LN Dental
543,['Hair Transplant Surgeon1'],Dr. Ravichander Rao A,18 years experience overall,"Habsiguda,Hyderabad",₹600,100% ,27 Patient Stories,LN Dental
544,['Dermatologist2'],Dr. Meghana,20 years experience overall,"Banjara Hills,Hyderabad",₹600,99% ,111 Patient Stories,LN Dental
545,['Dentist1'],Dr. Syed Saood Hasan Razvi,19 years experience overall,"Tolichowki,Hyderabad",₹300,98% ,65 Patient Stories,LN Dental
546,['Dermatologist1'],Dr. U Brahmaiah,10 years experience overall,"Secunderabad,Hyderabad",₹600,100% ,37 Patient Stories,LN Dental
547,['Dentist1'],Dr. Anwesh Ganapurapu,14 years experience overall,"Kondapur,Hyderabad",₹300,98% ,31 Patient Stories,LN Dental
548,['Dentist1'],Dr. Siva Srinivas,19 years experience overall,"Malkajgiri,Hyderabad",₹300,94% ,37 Patient Stories,LN Dental
549,['Pediatrician1'],Dr. Naveen Chettupalli,14 years experience overall,"Sanath Nagar,Hyderabad",₹300,100% ,22 Patient Stories,LN Dental
550,['Dentist1'],Dr. Pereddy Somashekhara Reddy,23 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Apollo Hospitals
551,['Internal Medicine1'],Dr. Manoj Kumar Dash,26 years experience overall,"AS Rao Nagar,Hyderabad",₹500,100% ,6 Patient Stories,Apollo Hospitals
552,['Dentist1'],Dr. K Suganthi,25 years experience overall,"Dilsukhnagar,Hyderabad",₹450,100% ,1 Patient Story,Apollo Hospitals
553,['Dentist1'],Dr. N V R Murthy,24 years experience overall,"KPHB,Hyderabad",₹400,99% ,135 Patient Stories,Apollo Hospitals
554,['General Physician1'],Dr. Anitha Narayanan,21 years experience overall,"Narayanguda,Hyderabad",₹500,98% ,103 Patient Stories,Apollo Hospitals
555,['Gynecologist/Obstetrician1'],Dr. BKN Sudha,17 years experience overall,"KPHB,Hyderabad",₹500,97% ,74 Patient Stories,Apollo Hospitals
556,['Gynecologist/Obstetrician'],Dr. Kiran Banda,14 years experience overall,"Hitech City,Hyderabad",₹500,100% ,6 Patient Stories,Apollo Hospitals
557,['Psychiatrist1'],Dr. Naresh Kumar V,18 years experience overall,"Nallakunta,Hyderabad",₹300,99% ,159 Patient Stories,Apollo Hospitals
558,['Dentist1'],Dr. Santhosh Reddy Duliganti,19 years experience overall,"Manikonda,Hyderabad",₹500,97% ,24 Patient Stories,Apollo Hospitals
559,['Gynecologist/Obstetrician1'],Dr. Arun Shah,37 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Apollo Hospitals
560,['Dentist2'],Dr. Anitha Ethamukkala,21 years experience overall,"Banjara Hills,Hyderabad",₹500,100% ,29 Patient Stories,Vistadent Dental Clinic
561,['Pediatrician1'],Dr. Namita Nikhil Choudhari,13 years experience overall,"Manikonda,Hyderabad",₹400,100% ,6 Patient Stories,Vistadent Dental Clinic
562,['Dentist1'],Dr. Praveen Kumar,12 years experience overall,"Miyapur,Hyderabad",₹300,98% ,126 Patient Stories,Vistadent Dental Clinic
563,['Gastroenterologist1'],Dr. Suraj Uppalapati,11 years experience overall,"Kondapur,Hyderabad",₹700,94% ,153 Patient Stories,Vistadent Dental Clinic
564,['\xa0Homoeopath1'],Dr. G.B.Chalam,15 years experience overall,"Chanda Nagar,Hyderabad",₹300,99% ,89 Patient Stories,Vistadent Dental Clinic
565,['Dentist1'],Dr. Arvind Nahata,11 years experience overall,"Himayat Nagar,Hyderabad",₹300,99% ,172 Patient Stories,Vistadent Dental Clinic
566,['Dentist1'],Dr. Rajkumar,18 years experience overall,"AS Rao Nagar,Hyderabad",₹400,96% ,14 Patient Stories,Vistadent Dental Clinic
567,['Gynecologist/Obstetrician1'],Dr. Bana Rupa,17 years experience overall,"Jubilee Hills,Hyderabad",₹800,100% ,1 Patient Story,Vistadent Dental Clinic
568,['Dentist1'],Dr. Lavanya B,17 years experience overall,"Madhapur,Hyderabad",₹400,93% ,96 Patient Stories,Vistadent Dental Clinic
569,['Dermatologist1'],Dr. Mallikarjun,10 years experience overall,"Chanda Nagar,Hyderabad",₹400,98% ,57 Patient Stories,Vistadent Dental Clinic
570,['Orthopedist2'],Dr. Vinay Kishore,20 years experience overall,"Hitech City,Hyderabad",₹600,100% ,6 Patient Stories,Medicover Hospitals
571,['Pediatrician2'],Dr. Shwetha Priyadarshini,20 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,1 Patient Story,Medicover Hospitals
572,['Dentist2'],Dr. Ajay Krishna,21 years experience overall,"Gachibowli,Hyderabad",₹500,95% ,115 Patient Stories,Medicover Hospitals
573,['Dentist'],Dr. Sana Fatima,7 years experience overall,"Tolichowki,Hyderabad",₹300,100% ,2 Patient Stories,Medicover Hospitals
574,['Hematologist1'],Dr. S.K.Gupta,17 years experience overall,"Kukatpally,Hyderabad",₹1000,98% ,86 Patient Stories,Medicover Hospitals
575,['Plastic Surgeon1'],Dr. M V Naveen Reddy,19 years experience overall,"Secunderabad,Hyderabad",₹900,85% ,3 Patient Stories,Medicover Hospitals
576,['Dentist1'],Dr. Yashvanth Bethapudi,13 years experience overall,"Ramkoti,Hyderabad",₹300,99% ,347 Patient Stories,Medicover Hospitals
577,['Ophthalmologist1'],Dr. Harikrishnan V,16 years experience overall,"Sainikpuri,Hyderabad",₹500,100% ,18 Patient Stories,Medicover Hospitals
578,['Orthopedist1'],Dr. VIvek Reddy M,19 years experience overall,"Jubilee Hills,Hyderabad",₹1000,100% ,1 Patient Story,Medicover Hospitals
579,['\xa0Homoeopath2'],Dr. Sandhya,20 years experience overall,"Manikonda,Hyderabad",₹500,96% ,22 Patient Stories,Medicover Hospitals
580,['Gynecologist/Obstetrician2'],Dr. Indrani Mogali,22 years experience overall,"Kompally,Hyderabad",₹600,98% ,47 Patient Stories,Hegde Hospital
581,['Dermatologist3'],Dr. Satyanarayana Murthy Komakula,34 years experience overall,"AS Rao Nagar,Hyderabad",₹450,65% ,15 Patient Stories,Hegde Hospital
582,['Ear-Nose-Throat (ENT) Specialist2'],Dr. Jaswender Singh Saluja,31 years experience overall,"Jubilee Hills,Hyderabad",₹1000,NaN,NaN,Hegde Hospital
583,['Ear-Nose-Throat (ENT) Specialist3'],Dr. Prasad VSV,33 years experience overall,"Lakdikapul,Hyderabad",₹500,93% ,14 Patient Stories,Hegde Hospital
584,['Pediatrician3'],Dr. Krishna Bojja,20 years experience overall,"Chanda Nagar,Hyderabad",₹600,80% ,16 Patient Stories,Hegde Hospital
585,['\xa0Homoeopath2'],Dr. Saritha Agarwal,23 years experience overall,"Padmarao Nagar,Hyderabad",₹750,96% ,52 Patient Stories,Hegde Hospital
586,['Dentist'],Dr. Akula Lakshmi Prasanna,6 years experience overall,"Kukatpally,Hyderabad",₹300,100% ,134 Patient Stories,Hegde Hospital
587,['Radiologist2'],Dr. Rajesh Kumar Enagala,25 years experience overall,"Banjara Hills,Hyderabad",₹650,100% ,20 Patient Stories,Hegde Hospital
588,['Pediatrician4'],Dr. S Sridevi,47 years experience overall,"Saidabad,Hyderabad",₹350,98% ,29 Patient Stories,Hegde Hospital
589,['Dentist1'],Dr. Rajesh Aduri,13 years experience overall,"Dilsukhnagar,Hyderabad",₹400,98% ,139 Patient Stories,Hegde Hospital
590,,,,,,,,
